;cod_proc;num_tramite;denom
124;1002.0;287.0;Seguimiento (9 meses)
125;49.0;287.0;Seguimiento cuarto semestre
126;355.0;288.0;Adjudicación Provisional
127;959.0;288.0;Adjudicación Provisional
128;603.0;288.0;Adjudicación Provisional
129;174.0;288.0;Adjudicación Provisional
130;941.0;288.0;Adjudicación Provisional
131;276.0;288.0;Adjudicación Provisional
132;803.0;288.0;Adjudicación Provisional
133;55.0;289.0;Adjudicación de Vacantes
134;175.0;290.0;Adjudicación Definitiva
135;198.0;290.0;Adjudicación Definitiva
136;1045.0;290.0;Adjudicación Definitiva
137;1150.0;290.0;Adjudicación Definitiva
138;196.0;290.0;Adjudicación Definitiva
139;146.0;290.0;Adjudicación Definitiva
140;146.0;291.0;Desistimiento
141;941.0;291.0;Desistimiento
142;959.0;291.0;Desistimiento
143;355.0;292.0;Anulación Adjudicación Provisional
144;821.0;292.0;Anulación Adjudicación Provisional
145;423.0;293.0;Informe de Calificación
146;598.0;293.0;Informe de Calificación
147;643.0;293.0;Informe de Calificación
148;66.0;293.0;Informe de Calificación Positiva
149;74.0;293.0;Informe de Calificación y Calificación Técnica
150;129.0;293.0;Informe de Calificación y Calificación Técnica
151;190.0;293.0;Informe de Calificación y Calificación Técnica
152;484.0;293.0;Informe de Calificación y Calificación Técnica
153;626.0;293.0;Informe de Calificación y Calificación Técnica
154;639.0;293.0;Informe de Calificación y Calificación Técnica
155;797.0;293.0;Informe de Calificación y Calificación Técnica
156;201.0;293.0;Informe de Calificación y Calificación Técnica
157;308.0;293.0;Informe de Calificación y Calificación Técnica
158;998.0;293.0;Informe de Calificación y Calificación Técnica
159;430.0;293.0;Informe de Calificación y Calificación Técnica
160;901.0;293.0;Informe de Calificación y Calificación Técnica
161;272.0;293.0;Informe de Calificación y Evaluación Favorable
162;1025.0;293.0;Informe de Calificación y Evaluación Favorable
163;49.0;293.0;Informe de Evaluación SSPP
164;58.0;293.0;Informe de Evaluación SSPP
165;1011.0;293.0;Informe favorable de cumplimiento de requisitos
166;1015.0;293.0;Informe de Calificación Desfavorable
167;410.0;293.0;Informe de Calificación Desfavorable
168;490.0;293.0;Informe de Calificación Desfavorable
169;540.0;293.0;Informe de Calificación Desfavorable
170;638.0;294.0;Informe Comisión Técnica
171;366.0;294.0;Informe Comite Tecnico
172;367.0;294.0;Informe Comite Tecnico
173;368.0;294.0;Informe Comite Tecnico
174;485.0;294.0;Informe Comite Tecnico
175;935.0;294.0;Informe Comite Tecnico
176;205.0;294.0;Informe Comité Técnico
177;48.0;294.0;Informe General de Valoración
178;59.0;294.0;Informe General de Valoración
179;1015.0;294.0;Informe del Instructor
180;1182.0;294.0;Informe del Instructor
181;59.0;294.0;Informe General de Valoración tras Alegaciones
182;353.0;295.0;Seguimiento
183;435.0;295.0;Seguimiento
184;816.0;295.0;Seguimiento primer año
185;599.0;295.0;Seguimiento y Control
186;432.0;295.0;Seguimiento segundo año
187;984.0;295.0;Seguimiento segundo año
188;528.0;295.0;Seguimiento tercer año
189;253.0;296.0;Cancelación de Actividad
190;355.0;296.0;Cancelación de Actividad
191;820.0;296.0;Cancelación de Actividad
192;850.0;297.0;Comprobación no inicio actuaciones
193;73.0;298.0;Comprobación positiva no inicio actuaciones
194;1173.0;300.0;Informe de adecuación del puesto
195;991.0;300.0;Informe de adecuación del puesto
196;990.0;300.0;Informe de adecuación del puesto
197;273.0;300.0;Informe de adecuación del puesto
198;139.0;300.0;Informe de adecuación del puesto
199;430.0;301.0;Plazo Prórroga de un Mes
200;901.0;301.0;Plazo Prórroga de un Mes
201;326.0;301.0;Plazo Prórroga de un Mes
202;307.0;301.0;Requerimiento del mes
203;308.0;301.0;Requerimiento del mes
204;636.0;302.0;Visita de Inspección
205;128.0;302.0;Visita de Inspección
206;802.0;302.0;Visita de Inspección
207;415.0;302.0;Visita de obra
208;470.0;302.0;Visita de obra
209;617.0;302.0;Visita de obra
210;469.0;302.0;Visita de obra
211;521.0;302.0;Visita de obra (abono)
212;372.0;302.0;Visita de obra (abono)
213;469.0;302.0;Visita de obra (abono)
214;618.0;302.0;Visita de obra (abono)
215;413.0;302.0;Visita de obra (abono)
216;51.0;303.0;Informe de Cumplimiento de Condiciones de SSPP
217;132.0;303.0;Informe de Cumplimiento de Condiciones de SSPP
218;308.0;303.0;Informe de cumplimiento de condiciones Total o Parcial
219;200.0;303.0;Informe de cumplimiento de condiciones Total o Parcial
220;337.0;303.0;Informe de cumplimiento de condiciones de SSPP
221;462.0;303.0;Informe de cumplimiento de condiciones de SSPP
222;129.0;303.0;Informe de cumplimiento de condiciones de SSPP
223;280.0;303.0;Informe de cumplimiento de condiciones de SSPP
224;74.0;303.0;Informe de cumplimiento de condiciones de SSPP
225;1008.0;303.0;Informe de cumplimiento de requisitos
226;326.0;303.0;Verificación administrativa - Informe de cumplimiento de condiciones de SSCC
227;167.0;306.0;Propuesta denegatoria con sustitución sin pago
228;825.0;306.0;Propuesta aprobatoria con sustitución (no pagado)
229;164.0;306.0;Propuesta aprobatoria de sustitución sin pago
230;989.0;306.0;Propuesta aprobatoria de sustitución sin pago
231;940.0;307.0;Asignación de Números para el Sorteo
232;453.0;307.0;Asignación de Números para el Sorteo
233;198.0;307.0;Asignación de Números para el Sorteo
234;197.0;308.0;Citación
235;253.0;308.0;Citación
236;820.0;308.0;Citación
237;940.0;308.0;Citación
238;934.0;309.0;Lista Reserva
239;355.0;309.0;Lista de Reserva
240;1045.0;309.0;Lista de Reserva
241;843.0;309.0;Lista de Reserva
242;259.0;309.0;Lista de Reserva
243;994.0;309.0;Lista de Reserva
244;133.0;309.0;Lista de Reserva
245;821.0;309.0;Lista de Reserva
246;912.0;309.0;Lista de Reserva
247;486.0;311.0;Subsanacion
248;156.0;312.0;Resolución de Admisión Definitiva
249;155.0;313.0;Acto de Conciliación
250;245.0;314.0;Propuesta aprobatoria con subrogación (no pagado)
251;156.0;315.0;Resolución Provisional Valoración 2ª Fase
252;324.0;316.0;Resolución de Concesión Estimatoria con Crédito
253;460.0;316.0;Resolución de Concesión Estimatoria con Crédito
254;582.0;316.0;Resolución de Concesión Estimatoria con Crédito
255;454.0;316.0;Resolución Desestimatoria
256;324.0;316.0;Resolución de Concesión Desestimatoria
257;324.0;316.0;Resolución Estimatoria Mod. Concesión
258;324.0;316.0;Resolución Desestimatoria Mod. Concesión
259;460.0;316.0;Resolución Desestimatoria Mod. Concesión
260;460.0;316.0;Resolucion Desestimatoria Incumplimiento Requisitos - Recurso Alzada
261;205.0;327.0;Comunicación Devolución Obra
262;367.0;328.0;Devolucion Obra
263;485.0;328.0;Devolucion Obra
264;236.0;331.0;Resolución de Retirada Temporal
265;276.0;335.0;Evaluación datos Baremación - Cruces
266;603.0;335.0;Evaluación datos Baremación - Cruces
267;460.0;340.0;Evaluado y Pendiente de Valoración
268;1086.0;340.0;Evaluado y Pendiente de Valoración
269;620.0;340.0;Evaluado Definitivamente y Pendiente de Valoración final
270;827.0;343.0;Petición de informes a Consejerías afectadas
271;831.0;343.0;Petición de informes a otros Órganos
272;429.0;343.0;Requerimiento de información a otras unidades
273;611.0;343.0;Requerimiento de informe a otras unidades
274;429.0;348.0;Contestación parcial a la solicitud
275;582.0;359.0;Acuerdo de inicio de Pérdida de Derecho al Cobro
276;1141.0;365.0;Informe solicitado
277;461.0;367.0;Solicitud de consentimiento de la entidad titular
278;572.0;368.0;Publicación en el DOCM
279;572.0;369.0;Remisión del Pliego de Condiciones
280;566.0;372.0;Montes Catalogados: Emisión licencia aprovechamiento de Servicios Provinciales
281;973.0;373.0;Conformidad escrita del Agente Medioambiental
282;977.0;379.0;Devolución voluntaria del anticipo por modificación de la resolución
283;627.0;382.0;Declaración de proyecto prioritario
284;566.0;386.0;Informe Propuesta Servicios Provinciales
285;876.0;389.0;Generación de cartas / Notificación
286;649.0;390.0;Admisión de solicitud
287;890.0;393.0;Presentación Pago Anticipado
288;626.0;394.0;Presentación Segunda Justificación
289;881.0;394.0;Presentación Segunda Justificación
290;649.0;401.0;Emisión del laudo
291;654.0;405.0;Admisión de la reclamación
292;573.0;418.0;Requerimiento recurso de alzada
293;573.0;419.0;Trámite Audiencia Recurso de alzada 
294;830.0;437.0;Firma del contrato
295;830.0;439.0;Solicitud de tasación
296;829.0;443.0;Declaración alienabilidad
297;830.0;451.0;Remisión borrador a arrendador
298;830.0;454.0;Notificación adjudicación
299;649.0;468.0;Resolución por mediación
300;841.0;470.0;Admitidos Definitivo
301;964.0;470.0;Admitidos Definitivo
302;1053.0;476.0;No Apto Definitivo
303;831.0;478.0;Archivo de expediente
304;945.0;501.0;Entrega de hojas de reclamaciones
305;1095.0;518.0;Garantía adecuadamente constituida
306;639.0;278.0;Resolución de pérdida de derecho al cobro (Total o Parcial)
307;474.0;278.0;Resolucion de Pérdida de Derecho al Cobro (liquidación)
308;844.0;278.0;Resolución Estimatoria Abono Pérdida Parcial 
309;192.0;278.0;Resolución de Imcumplimiento
310;190.0;278.0;Resolución de Imcumplimiento
311;240.0;278.0;Resolución de Incumplimiento
312;430.0;278.0;Resolución de Incumplimiento
313;888.0;278.0;Resolución de Pérdida Total - Incuplimiento Total
314;977.0;278.0;Resolución de Pérdida de Derecho al Cobro
315;887.0;278.0;Resolución de Pérdida de Derecho al Cobro
316;1057.0;278.0;Resolución de Pérdida de Derecho al Cobro Parcial
317;1185.0;278.0;Resolución de Pérdida de Derecho al Cobro Parcial
318;890.0;278.0;Resolución de Pérdida de Derecho al Cobro Parcial
319;280.0;278.0;Resolución de incumplimiento
320;540.0;278.0;Resolución de pérdida de Derecho al Cobro Parcial
321;1075.0;278.0;Resolución de pérdida de Derecho al Cobro Parcial
322;652.0;278.0;Resolución fin de procedimiento del Acuerdo de inicio pérdida derecho al cobro
323;144.0;278.0;RES de pérdida de la ayuda por ATENDER Y NO CUMPLIR el emplazamiento
324;144.0;278.0;RES de pérdida de la ayuda por NO ATENDER el emplazamiento
325;172.0;278.0;RES de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 4
326;144.0;278.0;RES de pérdida del trimestre por ATENDER Y NO CUMPLIR . Trim. 4 (prórroga)
327;144.0;278.0;RES de pérdida del trimestre por ATENDER Y NO CUMPLIR . Trim. 5 (prórroga)
328;887.0;279.0;Liquidación Expediente
329;1026.0;279.0;Liquidación Expediente Definitivo
330;1185.0;281.0;Resolución de Renuncia Parcial
331;455.0;281.0;Resolución de Revisión
332;53.0;282.0;Propuesta Resolución de Revisión
333;54.0;282.0;Propuesta Resolución de Revisión
334;161.0;282.0;Propuesta Resolución de Revisión
335;601.0;282.0;Propuesta Resolución de Revisión
336;626.0;283.0;Acuerdo de inicio pérdida de derecho al cobro (Total o Parcial)
337;881.0;283.0;Acuerdo de inicio pérdida de derecho al cobro (Total o Parcial)
338;221.0;283.0;Inicio de Pérdida de Derecho al Cobro
339;851.0;283.0;Propuesta Resolución Pérdida de Derecho al Cobro
340;938.0;283.0;Propuesta Resolución Pérdida de Derecho al Cobro
341;885.0;283.0;Propuesta Resolución de Pérdida de Derecho al Cobro Total
342;582.0;283.0;Propuesta de Resolución Fin de Pérdida de Derecho al Cobro de la ayuda
343;1057.0;283.0;Propuesta Resolución Pérdida de Derecho al Cobro Parcial
344;1058.0;283.0;Propuesta Resolución Pérdida de Derecho al Cobro Parcial
345;888.0;283.0;Propuesta Resolución de Pérdida Total - Incuplimiento Total
346;1151.0;283.0;Propuesta Resolución de Pérdida Total - Incuplimiento Total
347;582.0;283.0;Propuesta de Resolución de Pérdida de Derecho al Cobro de la ayuda
348;144.0;283.0;IPR de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 3
349;172.0;283.0;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 4
350;172.0;283.0;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 5
351;144.0;283.0;IPR de pérdida de la prórroga por ATENDER Y NO CUMPLIR el emplazamiento
352;144.0;283.0;IPR de pérdida de la prórroga por NO ATENDER el emplazamiento
353;853.0;284.0;Propuesta Provisional Conjunta
354;340.0;284.0;Propuesta Provisional de Resolución de Procedimiento
355;346.0;284.0;Propuesta Provisional de Resolución de Procedimiento
356;195.0;284.0;Propuesta de Resolución de Procedimiento
357;349.0;284.0;Propuesta de Resolución de Procedimiento
358;396.0;284.0;Propuesta de Resolución de Procedimiento
359;955.0;284.0;Propuesta de Resolución de procedimiento
360;1008.0;284.0;Propuesta Definitiva Conjunta
361;195.0;285.0;Resolución de Procedimiento
362;215.0;285.0;Resolución de Procedimiento
363;34.0;285.0;Resolución de Procedimiento
364;1073.0;286.0;Presentacion solicitud de desistimiento
365;885.0;286.0;Presentación Solicitud Desistimiento
366;47.0;286.0;Presentación Solicitud Desistimiento
367;59.0;286.0;Presentación Solicitud Desistimiento
368;917.0;286.0;Presentación Solicitud Desistimiento
369;257.0;286.0;Presentación Solicitud Desistimiento
370;792.0;286.0;Presentación Solicitud Desistimiento
371;810.0;286.0;Presentación Solicitud Desistimiento
372;812.0;286.0;Presentación Solicitud Desistimiento
373;943.0;286.0;Presentación Solicitud Desistimiento
374;1066.0;286.0;Presentación Solicitud Desistimiento
375;1067.0;286.0;Presentación Solicitud Desistimiento
376;1185.0;286.0;Presentación Solicitud Desistimiento
377;525.0;286.0;Presentación Solicitud Desistimiento
378;526.0;286.0;Presentación Solicitud Desistimiento
379;528.0;286.0;Presentación Solicitud Desistimiento
380;583.0;286.0;Presentación Solicitud Desistimiento
381;981.0;286.0;Presentación Solicitud Desistimiento
382;984.0;286.0;Presentación Solicitud Desistimiento
383;1239.0;286.0;Presentación Solicitud Desistimiento
384;77.0;286.0;Presentación Solicitud Desistimiento
385;837.0;286.0;Presentación Solicitud Desistimiento
386;124.0;286.0;Presentación Solicitud Desistimiento
387;215.0;286.0;Presentación Solicitud Desistimiento
388;255.0;286.0;Presentación Solicitud Desistimiento
389;261.0;286.0;Presentación Solicitud Desistimiento
390;851.0;286.0;Presentación Solicitud Desistimiento
391;584.0;286.0;Presentación Solicitud de Desistimiento
392;604.0;286.0;Presentación Solicitud de Desistimiento
393;1043.0;286.0;Presentación de Solicitud Desistimiento
394;1092.0;286.0;Presentación de Solicitud de Desistimiento
395;542.0;286.0;Presentación de solicitud de desistimiento
396;202.0;286.0;Presentación de solicitud de desistimiento
397;238.0;286.0;Presentación de solicitud de desistimiento
398;462.0;286.0;Presentación de solicitud de desistimiento
399;850.0;286.0;Presentación de solicitud de desistimiento
400;132.0;286.0;Presentación de solicitud de desistimiento
401;37.0;286.0;Presentación de solicitud de desistimiento
402;853.0;286.0;Presentación solicitud de desistimiento
403;1003.0;287.0;1º Seguimiento (18 meses)
404;425.0;287.0;Seguimiento
405;526.0;287.0;Seguimiento
406;1201.0;287.0;Seguimiento
407;36.0;287.0;Seguimiento
408;441.0;287.0;Seguimiento
409;479.0;287.0;Seguimiento
410;647.0;287.0;Seguimiento
411;884.0;287.0;Seguimiento
412;554.0;287.0;Seguimiento
413;483.0;287.0;Seguimiento
414;179.0;287.0;Seguimiento primer periodo
415;989.0;287.0;Seguimiento primer periodo
416;139.0;287.0;Seguimiento primer periodo
417;991.0;287.0;Seguimiento primer periodo
418;47.0;287.0;Seguimiento primer semestre
419;59.0;287.0;Seguimiento primer semestre
420;330.0;287.0;Seguimiento segundo año
421;357.0;287.0;Seguimiento segundo periodo
422;213.0;287.0;Seguimiento segundo periodo
423;179.0;287.0;Seguimiento segundo periodo
424;794.0;287.0;Seguimiento segundo periodo
425;989.0;287.0;Seguimiento segundo periodo
426;991.0;287.0;Seguimiento segundo periodo
427;243.0;287.0;Seguimiento tercer año
428;330.0;287.0;Seguimiento tercer año
429;583.0;287.0;Seguimiento tercer año
430;48.0;287.0;Seguimiento tercer año
431;213.0;287.0;Seguimiento tercer periodo
432;597.0;287.0;Seguimiento tercer periodo
433;989.0;287.0;Seguimiento tercer periodo
434;60.0;287.0;Seguimiento tercer periodo
435;1001.0;287.0;Seguimiento (9 meses)
436;59.0;287.0;Seguimiento cuarto semestre
437;821.0;288.0;Adjudicación Provisional
438;1087.0;288.0;Adjudicación Provisional
439;820.0;288.0;Adjudicación Provisional
440;175.0;288.0;Adjudicación Provisional
441;254.0;290.0;Adjudicación Definitiva
442;453.0;290.0;Adjudicación Definitiva
443;821.0;290.0;Adjudicación Definitiva
444;959.0;290.0;Adjudicación Definitiva
445;1033.0;290.0;Plaza asignada -Adjudicación Definitiva-
446;134.0;291.0;Desistimiento
447;175.0;291.0;Desistimiento
448;196.0;291.0;Desistimiento
449;491.0;291.0;Desistimiento
450;133.0;292.0;Anulación Adjudicación Provisional
451;931.0;293.0;Informe de Calificación
452;464.0;293.0;Informe de Calificación
453;73.0;293.0;Informe de Calificación y Calificación Técnica
454;75.0;293.0;Informe de Calificación y Calificación Técnica
455;202.0;293.0;Informe de Calificación y Calificación Técnica
456;849.0;293.0;Informe de Calificación y Calificación Técnica
457;802.0;293.0;Informe de Calificación y Calificación Técnica
458;850.0;293.0;Informe de Calificación y Calificación Técnica
459;127.0;293.0;Informe de Calificación y Calificación Técnica
460;337.0;293.0;Informe de Calificación y Calificación Técnica
461;1113.0;293.0;Informe de Calificación y Evaluación Favorable
462;1212.0;293.0;Informe de Calificación y Evaluación Favorable
463;489.0;293.0;Informe de Calificación y Evaluación Favorable
464;917.0;293.0;Informe de Calificación y Evaluación Favorable
465;1015.0;293.0;Informe de Calificación y Evaluación Favorable
466;1075.0;293.0;Informe de Calificación y Evaluación Favorable
467;935.0;293.0;Informe de Candidaturas Excluidas 
468;48.0;293.0;Informe de Evaluación SSPP
469;275.0;293.0;Informe de Calificación Desfavorable
470;370.0;293.0;Informe de Calificación Desfavorable
471;185.0;293.0;Informe de Calificación Desfavorable
472;489.0;293.0;Informe de Calificación Desfavorable
473;983.0;293.0;Informe de Calificación Desfavorable
474;1075.0;293.0;Informe de Calificación Desfavorable
475;66.0;293.0;Informe de Calificación Negativa
476;1100.0;294.0;Comisión Provincial y Regional
477;185.0;294.0;Informe Comisión Técnica
478;490.0;294.0;Informe Comisión Técnica
479;68.0;294.0;Informe Comisión Técnica
480;637.0;294.0;Informe Comisión Técnica
481;890.0;294.0;Informe Comisión Técnica
482;409.0;294.0;Informe Comisión Técnica
483;486.0;294.0;Informe Comite Tecnico
484;283.0;294.0;Informe Comite Tecnico
485;204.0;294.0;Informe Comité Técnico
486;47.0;294.0;Informe General de Valoración
487;1016.0;294.0;Informe del Instructor
488;48.0;294.0;Informe General de Valoración tras Alegaciones
489;58.0;294.0;Informe General de Valoración tras Alegaciones
490;656.0;295.0;Acuerdo de Inicio Reintegro
491;984.0;295.0;Seguimiento primer año
492;350.0;295.0;Seguimiento segundo año
493;984.0;295.0;Seguimiento tercer año
494;816.0;295.0;Seguimiento tercer año
495;452.0;296.0;Cancelación de Actividad
496;190.0;297.0;Comprobación no inicio actuaciones
497;850.0;298.0;Comprobación positiva no inicio actuaciones
498;77.0;300.0;Informe de Adecuación del Puesto
499;595.0;300.0;Informe de adecuación del puesto
500;447.0;300.0;Informe de adecuación del puesto
501;448.0;300.0;Informe de necesidad de adaptación
502;795.0;300.0;Informe de necesidad de adaptación
503;75.0;301.0;Plazo Prorroga de un Mes
504;463.0;301.0;Plazo Prórroga de un Mes
505;802.0;301.0;Plazo Prórroga de un Mes
506;127.0;301.0;Plazo Prórroga de un Mes
507;337.0;301.0;Plazo Prórroga de un Mes
508;190.0;301.0;Plazo Prórroga de un Mes
509;240.0;301.0;Plazo Prórroga de un Mes
510;202.0;301.0;Requerimiento del mes
511;280.0;302.0;Visita de Inspección
512;74.0;302.0;Visita de Inspección
513;135.0;302.0;Visita de obra
514;135.0;302.0;Verificación de obra
515;645.0;302.0;Visita de obra (abono)
516;639.0;303.0;Informe de cumplimiento de condiciones Total o Parcial
517;626.0;303.0;Informe de cumplimiento de condiciones Total o Parcial
518;238.0;303.0;Informe de cumplimiento de condiciones de SSPP
519;636.0;303.0;Informe de cumplimiento de condiciones de SSPP
520;326.0;303.0;Informe de cumplimiento de condiciones de SSPP
521;75.0;303.0;Informe de cumplimiento de condiciones de SSPP
522;76.0;303.0;Informe de cumplimiento de condiciones de SSPP
523;73.0;303.0;Informe de cumplimiento de condiciones de SSPP
524;431.0;303.0;Informe de cumplimiento de condiciones de SSPP
525;850.0;303.0;Informe de cumplimiento de condiciones de SSPP
526;802.0;303.0;Verificación administrativa - Informe de cumplimiento de condiciones de SSCC
527;126.0;304.0;Solicitud de Confirmación al Ministerio
528;289.0;306.0;Propuesta aprobatoria con sustitución (no pagado)
529;394.0;306.0;Propuesta aprobatoria con sustitución (no pagado)
530;583.0;306.0;Propuesta aprobatoria con sustitución (no pagado)
531;137.0;306.0;Propuesta aprobatoria con sustitución sin pago
532;179.0;306.0;Propuesta aprobatoria con sustitución sin pago
533;357.0;306.0;Propuesta aprobatoria de sustitución sin pago
534;213.0;306.0;Propuesta aprobatoria de sustitución sin pago
535;339.0;307.0;Asignación de Números para el Sorteo
536;173.0;307.0;Asignación de Números para el Sorteo
537;821.0;307.0;Asignación de Números para el Sorteo
538;198.0;308.0;Citación
539;133.0;308.0;Citación
540;1007.0;309.0;Lista Reserva
541;136.0;309.0;Lista de Reserva
542;174.0;309.0;Lista de Reserva
543;820.0;309.0;Lista de Reserva
544;1174.0;309.0;Lista de Reserva
545;196.0;309.0;Lista de Reserva
